,Page total likes,Type,Category,Post Month,Post Weekday,Post Hour,Paid,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,comment,like,share,Total Interactions
221,131956,Photo,3,8,7,10,0.0,4324,7241.0,548.0,431.0,676,4972.0,3008,401,6,179.0,27.0,212.0
222,131808,Status,2,8,7,4,0.0,8260,14305.0,997.0,953.0,1211,12905.0,7360,956,1,74.0,11.0,86.0
223,131808,Status,2,8,6,10,1.0,20168,35904.0,3370.0,3244.0,5106,26881.0,15056,2806,18,332.0,54.0,404.0
224,131808,Photo,1,8,6,6,0.0,5046,9084.0,528.0,477.0,906,7723.0,4184,421,2,80.0,21.0,103.0
225,131808,Status,2,7,5,14,0.0,15296,25269.0,2827.0,2781.0,3627,22103.0,13296,2602,9,95.0,17.0,121.0
226,131728,Photo,3,7,5,8,1.0,3414,6369.0,473.0,342.0,525,4518.0,2390,360,3,188.0,26.0,217.0
227,131728,Photo,1,7,4,10,1.0,95424,252207.0,699.0,575.0,882,78287.0,22016,417,6,109.0,11.0,126.0
228,131728,Photo,2,7,4,3,0.0,14824,21863.0,868.0,591.0,966,13498.0,8560,650,64,367.0,25.0,456.0
229,131630,Photo,2,7,3,13,0.0,3504,5699.0,444.0,374.0,497,4487.0,2730,348,9,102.0,19.0,130.0
230,131630,Photo,3,7,2,23,0.0,2822,5058.0,424.0,351.0,486,3681.0,2020,327,2,113.0,20.0,135.0
231,131630,Photo,3,7,2,13,0.0,2973,5063.0,356.0,297.0,415,3764.0,2208,266,0,94.0,20.0,114.0
232,131630,Status,2,7,2,6,1.0,10824,20573.0,135.0,126.0,153,20030.0,10384,126,6,14.0,1.0,21.0
233,131630,Photo,1,7,1,11,0.0,4592,6691.0,320.0,289.0,423,3238.0,2100,222,1,43.0,10.0,54.0
234,131630,Photo,2,7,1,5,0.0,3176,5278.0,372.0,319.0,577,3993.0,2426,279,1,98.0,21.0,120.0
235,131300,Status,2,7,7,10,0.0,10956,19279.0,128.0,119.0,130,18838.0,10564,123,3,13.0,1.0,17.0
236,131300,Photo,3,7,7,4,0.0,10888,19744.0,913.0,783.0,1370,14425.0,8048,722,12,237.0,45.0,294.0
237,131300,Photo,2,7,6,10,0.0,3594,6316.0,424.0,354.0,530,4319.0,2468,309,4,112.0,23.0,139.0
238,131300,Photo,1,7,6,2,0.0,3384,6166.0,451.0,395.0,561,4708.0,2508,344,2,101.0,25.0,128.0
239,130791,Photo,2,7,5,11,1.0,4096,7200.0,487.0,406.0,723,4911.0,2826,355,10,145.0,31.0,186.0
240,130791,Photo,3,7,5,3,0.0,19968,35161.0,1016.0,592.0,909,26701.0,14792,757,6,535.0,83.0,624.0
241,130791,Photo,1,7,4,11,0.0,4892,8499.0,536.0,460.0,721,7389.0,4206,428,4,118.0,22.0,144.0
242,130791,Status,2,7,4,6,0.0,17360,33613.0,2573.0,2448.0,6017,23338.0,11800,1905,9,484.0,79.0,572.0
243,130791,Video,1,7,3,11,1.0,21872,40413.0,3872.0,3822.0,7327,24667.0,12920,2218,18,315.0,76.0,409.0
245,130791,Photo,1,7,2,13,0.0,44464,66824.0,1052.0,930.0,1571,22904.0,14080,559,4,154.0,30.0,188.0
246,130791,Photo,2,7,2,8,0.0,2881,5188.0,550.0,503.0,730,3840.0,2040,323,0,73.0,15.0,88.0
247,129600,Photo,2,7,1,12,0.0,3460,6503.0,541.0,482.0,667,4371.0,2260,314,0,96.0,19.0,115.0
248,129600,Photo,3,7,1,6,0.0,3406,5656.0,571.0,512.0,731,4446.0,2598,355,1,98.0,19.0,118.0
249,129600,Photo,2,7,7,11,1.0,2602,4349.0,479.0,444.0,588,3342.0,1946,287,1,53.0,14.0,68.0
250,129600,Photo,1,7,7,6,1.0,5848,9068.0,622.0,570.0,795,6651.0,4212,383,4,71.0,10.0,85.0
251,129600,Photo,1,7,6,11,0.0,26944,43464.0,877.0,740.0,1097,20270.0,10208,563,6,194.0,34.0,234.0
252,129600,Photo,3,7,6,5,0.0,5292,9321.0,756.0,646.0,1033,5867.0,3404,516,6,226.0,42.0,274.0
253,129600,Status,2,7,5,12,1.0,15576,27513.0,2417.0,2327.0,3098,19078.0,10840,1839,11,238.0,51.0,300.0
254,129600,Photo,3,7,5,3,0.0,54256,82011.0,1620.0,963.0,1419,42128.0,24224,977,10,755.0,58.0,823.0
255,129600,Photo,2,7,4,12,1.0,3726,6372.0,602.0,574.0,785,4760.0,2852,399,30,47.0,8.0,85.0
256,129600,Photo,1,7,4,6,1.0,31904,50539.0,863.0,770.0,1106,24010.0,12992,583,2,126.0,32.0,160.0
257,129600,Photo,1,7,3,13,1.0,40336,65309.0,1407.0,1330.0,2251,27771.0,14848,907,4,104.0,10.0,118.0
258,129600,Photo,2,7,3,1,0.0,4220,7774.0,685.0,597.0,838,4404.0,2326,407,10,167.0,26.0,203.0
259,129600,Photo,3,7,2,13,0.0,4666,8360.0,729.0,648.0,1014,5010.0,2818,459,9,152.0,41.0,202.0
260,129600,Photo,2,7,2,7,1.0,4274,7948.0,701.0,638.0,1020,5936.0,3164,460,0,128.0,15.0,143.0
261,129600,Photo,1,7,1,13,0.0,28208,41650.0,964.0,827.0,1237,18035.0,11120,636,13,234.0,43.0,290.0
262,128032,Photo,2,7,1,3,0.0,3330,5461.0,513.0,478.0,652,3675.0,2196,307,2,61.0,16.0,79.0
263,128032,Photo,2,7,7,11,1.0,3528,5918.0,550.0,513.0,787,4606.0,2660,360,0,66.0,9.0,75.0
264,128032,Photo,3,7,7,3,0.0,38576,55398.0,1355.0,890.0,1328,17365.0,12624,827,7,529.0,60.0,596.0
265,128032,Photo,3,7,6,13,1.0,2628,4264.0,528.0,503.0,652,3086.0,1846,328,3,42.0,10.0,55.0
266,128032,Photo,1,7,6,3,0.0,7232,12735.0,758.0,700.0,1236,8855.0,4712,471,2,75.0,24.0,101.0
267,128032,Status,2,7,5,10,0.0,10188,16978.0,1473.0,1441.0,2136,14450.0,8536,1395,13,61.0,13.0,87.0
268,128032,Photo,1,7,5,3,0.0,6408,11881.0,909.0,861.0,14974,7243.0,4040,490,26,162.0,7.0,195.0
269,128032,Photo,1,7,4,9,1.0,3414,6050.0,515.0,493.0,710,5005.0,2704,340,2,47.0,4.0,53.0
270,128032,Photo,2,7,4,5,1.0,53056,65260.0,2003.0,1412.0,2089,23679.0,17104,975,6,696.0,28.0,730.0
271,128032,Photo,1,7,3,10,1.0,66976,111502.0,1191.0,1054.0,1641,40203.0,19968,708,7,215.0,47.0,269.0
272,127082,Photo,1,7,3,3,1.0,76096,94644.0,2889.0,2495.0,4596,31096.0,19744,1276,22,534.0,31.0,587.0
273,126424,Photo,3,7,4,12,0.0,5458,9098.0,1007.0,933.0,1181,5307.0,3204,537,1,143.0,27.0,171.0
274,126424,Photo,2,7,4,3,0.0,3706,6194.0,895.0,884.0,1173,4700.0,2726,493,18,46.0,7.0,71.0
275,126424,Status,2,7,3,13,0.0,18320,31448.0,3742.0,3682.0,7854,25584.0,14920,3300,36,98.0,14.0,148.0
276,126424,Photo,3,7,3,4,1.0,2316,3611.0,722.0,716.0,862,2545.0,1529,372,0,25.0,5.0,30.0
277,126424,Video,1,6,2,13,0.0,139008,277100.0,1779.0,1643.0,2356,107502.0,38720,1008,23,204.0,44.0,271.0
278,126345,Photo,1,6,2,9,1.0,5854,11854.0,1043.0,947.0,19779,5901.0,2894,583,11,202.0,5.0,218.0
279,126345,Photo,1,6,2,3,0.0,109056,191324.0,2552.0,2457.0,4906,48765.0,25024,1353,7,148.0,39.0,194.0
280,126345,Photo,2,6,1,12,0.0,3212,4908.0,735.0,720.0,897,3399.0,2162,375,1,40.0,8.0,49.0
281,126345,Photo,2,6,1,4,0.0,3046,4909.0,909.0,872.0,1147,3559.0,2126,477,1,71.0,17.0,89.0
282,126345,Status,2,6,7,11,0.0,12044,20327.0,2240.0,2193.0,3599,17717.0,10400,2119,0,104.0,13.0,117.0
283,126141,Photo,1,6,7,4,1.0,9652,16968.0,1400.0,1381.0,2801,15917.0,8972,1035,1,34.0,4.0,39.0
284,126141,Photo,1,6,6,12,0.0,28112,47721.0,1631.0,1537.0,2438,41207.0,23440,1225,11,129.0,12.0,152.0
285,126141,Status,2,6,6,4,0.0,8628,14847.0,870.0,843.0,1692,11970.0,6796,774,4,72.0,18.0,94.0
286,126141,Photo,1,6,5,11,1.0,2431,4180.0,389.0,383.0,7980,3963.0,2301,342,0,15.0,3.0,18.0
287,126141,Photo,1,6,4,22,1.0,20560,24112.0,936.0,860.0,1126,5648.0,3856,460,14,102.0,9.0,125.0
288,126141,Photo,1,6,4,12,0.0,20896,29062.0,1418.0,1038.0,2048,19738.0,13656,998,103,469.0,33.0,605.0
289,125612,Photo,1,6,4,11,0.0,2402,4072.0,170.0,145.0,286,3147.0,1794,137,5,57.0,5.0,67.0
290,125612,Photo,1,6,4,7,0.0,1729,3289.0,596.0,591.0,735,2888.0,1406,340,0,23.0,2.0,25.0
291,125612,Photo,2,6,4,3,0.0,4320,7127.0,753.0,681.0,1021,4569.0,2782,459,5,141.0,26.0,172.0
292,125612,Photo,1,6,3,11,0.0,2585,4410.0,569.0,560.0,781,3802.0,2144,348,0,19.0,5.0,24.0
293,125612,Photo,2,6,3,3,0.0,3322,5969.0,610.0,569.0,852,4111.0,2236,375,1,71.0,23.0,95.0
294,125612,Photo,1,6,2,13,0.0,3600,5807.0,691.0,656.0,913,3351.0,2110,436,0,72.0,21.0,93.0
295,125612,Photo,1,6,2,2,0.0,11620,21564.0,1160.0,1138.0,2042,20024.0,10568,920,5,54.0,7.0,66.0
296,125612,Photo,3,6,1,14,0.0,4248,7004.0,724.0,671.0,920,5063.0,3114,501,5,93.0,19.0,117.0
297,125612,Photo,3,6,1,3,0.0,2763,4388.0,564.0,523.0,650,3519.0,2124,375,0,62.0,10.0,72.0
298,125612,Photo,2,6,7,11,0.0,3558,5396.0,621.0,568.0,775,3708.0,2392,403,0,78.0,16.0,94.0
299,124940,Photo,1,6,7,4,0.0,8324,14480.0,840.0,834.0,1388,13786.0,7736,662,0,14.0,1.0,15.0
300,124940,Photo,2,6,6,9,0.0,6952,11469.0,909.0,779.0,1229,7431.0,4292,646,11,231.0,43.0,285.0
301,124940,Photo,3,6,6,2,1.0,2823,4955.0,552.0,503.0,622,3579.0,1966,348,1,72.0,16.0,89.0
302,124940,Photo,1,6,5,13,1.0,63840,102620.0,1382.0,1229.0,1871,32470.0,16480,760,9,197.0,28.0,234.0
303,124940,Photo,3,6,5,3,1.0,11608,15323.0,985.0,705.0,940,8419.0,5840,594,4,330.0,29.0,363.0
304,124940,Photo,1,6,4,12,0.0,58304,80871.0,884.0,715.0,1034,2289.0,1408,340,0,148.0,7.0,155.0
305,124940,Photo,3,6,4,2,0.0,4762,8303.0,842.0,725.0,1014,6086.0,3494,569,2,208.0,28.0,238.0
306,124940,Photo,2,6,3,13,0.0,6150,10217.0,750.0,676.0,969,6253.0,3742,445,12,148.0,28.0,188.0
307,124940,Photo,3,6,3,3,1.0,4644,8178.0,768.0,683.0,1000,5651.0,3144,506,4,154.0,26.0,184.0
308,124940,Photo,3,6,2,13,0.0,22464,29650.0,1029.0,934.0,1408,9376.0,6864,546,3,142.0,18.0,163.0
309,124940,Photo,3,6,2,3,0.0,3754,6295.0,791.0,730.0,1072,4343.0,2590,482,8,107.0,20.0,135.0
310,124940,Photo,1,6,1,13,0.0,4452,7998.0,666.0,658.0,948,7037.0,3768,397,0,22.0,3.0,25.0
311,124940,Photo,3,6,1,3,0.0,3576,5525.0,664.0,618.0,870,4229.0,2672,403,2,84.0,13.0,99.0
312,124940,Photo,3,6,7,10,0.0,3028,4794.0,579.0,548.0,740,3574.0,2184,349,2,59.0,12.0,73.0
313,124940,Photo,3,6,7,3,1.0,4022,6503.0,647.0,616.0,995,5416.0,3312,423,3,65.0,14.0,82.0
314,124940,Photo,1,6,6,12,1.0,52736,73584.0,1635.0,1622.0,2824,18580.0,10144,876,0,24.0,4.0,28.0
315,124940,Photo,3,6,6,4,0.0,47376,70212.0,1557.0,1426.0,2051,22710.0,13344,697,9,186.0,23.0,218.0
316,123047,Photo,3,6,5,12,0.0,3234,5113.0,756.0,724.0,937,3476.0,2174,347,0,58.0,17.0,75.0
317,123047,Photo,2,6,5,3,0.0,3322,5553.0,702.0,656.0,863,3484.0,1968,328,2,74.0,14.0,90.0
318,123047,Photo,3,6,4,13,0.0,6768,11525.0,768.0,672.0,930,7048.0,4012,408,2,180.0,44.0,226.0
319,123047,Photo,2,6,4,5,1.0,11304,20647.0,1141.0,1065.0,1874,14792.0,7800,732,18,168.0,49.0,235.0
320,123047,Photo,1,6,3,11,0.0,13544,18474.0,759.0,733.0,1082,7326.0,4120,408,0,36.0,5.0,41.0
321,123047,Photo,3,6,2,13,0.0,3418,5659.0,581.0,546.0,770,4491.0,2620,327,2,51.0,6.0,59.0
322,123047,Photo,3,6,2,5,1.0,3662,6476.0,560.0,522.0,677,4930.0,2660,319,2,67.0,14.0,83.0
323,123047,Photo,3,6,1,10,0.0,56672,104966.0,2579.0,1334.0,1850,78678.0,37408,1831,20,1372.0,47.0,1439.0
324,123047,Photo,3,6,1,3,1.0,3294,5499.0,526.0,488.0,599,4658.0,2710,305,2,57.0,6.0,65.0
325,121540,Photo,3,6,1,3,0.0,3110,5405.0,732.0,712.0,892,4605.0,2540,342,2,33.0,10.0,45.0
326,121540,Photo,2,5,7,14,0.0,3806,6486.0,722.0,658.0,880,4955.0,2772,361,1,79.0,17.0,97.0
327,120050,Photo,3,5,5,9,1.0,3776,6736.0,577.0,529.0,719,4846.0,2614,371,3,97.0,22.0,122.0
328,120050,Photo,3,5,4,12,0.0,39040,55633.0,1684.0,1183.0,2123,32021.0,19712,1101,16,617.0,58.0,691.0
329,120050,Photo,3,5,4,4,1.0,4032,7278.0,684.0,607.0,848,4935.0,2644,432,7,139.0,34.0,180.0
330,120050,Photo,3,5,3,12,0.0,21248,34095.0,1049.0,918.0,1438,11280.0,6664,536,20,199.0,32.0,251.0
331,119198,Photo,3,5,3,5,0.0,4344,8025.0,692.0,626.0,872,4911.0,2528,367,1,107.0,26.0,134.0
332,119198,Photo,3,5,2,12,0.0,2718,4698.0,566.0,528.0,663,3601.0,1992,306,0,50.0,10.0,60.0
333,119198,Photo,3,5,2,1,0.0,3024,5630.0,596.0,560.0,721,4114.0,2098,341,0,64.0,20.0,84.0
334,119198,Status,2,5,1,2,0.0,10152,17099.0,1636.0,1599.0,2755,15382.0,8980,1613,2,55.0,10.0,67.0
335,119198,Photo,2,5,7,2,0.0,4708,8090.0,678.0,594.0,889,4664.0,2690,390,1,142.0,37.0,180.0
336,119198,Photo,3,5,6,14,0.0,2772,4642.0,526.0,479.0,604,3353.0,1943,305,2,72.0,9.0,83.0
337,119198,Photo,3,5,6,6,0.0,2812,4954.0,536.0,485.0,672,3382.0,1853,323,4,79.0,16.0,99.0
338,119198,Photo,3,5,5,10,1.0,6460,11373.0,823.0,706.0,1197,6279.0,3612,505,25,244.0,44.0,313.0
339,117764,Photo,1,5,4,10,0.0,18056,32576.0,1062.0,875.0,1389,26514.0,14728,701,25,307.0,58.0,390.0
340,117764,Photo,3,5,4,4,0.0,5016,8745.0,679.0,569.0,966,5904.0,3322,488,6,212.0,36.0,254.0
341,117764,Photo,3,5,3,11,0.0,3528,6181.0,470.0,415.0,583,4249.0,2352,322,2,95.0,17.0,114.0
342,117764,Photo,2,5,2,11,0.0,6444,11509.0,734.0,625.0,1157,7910.0,4136,512,5,194.0,33.0,232.0
343,117764,Photo,3,5,1,13,1.0,4458,7753.0,491.0,432.0,676,5493.0,3106,340,6,101.0,29.0,136.0
344,117764,Link,1,5,1,2,0.0,12540,19301.0,344.0,322.0,396,16914.0,11008,289,3,46.0,14.0,63.0
345,117764,Photo,3,5,7,13,1.0,4362,7378.0,604.0,509.0,767,5681.0,3216,469,3,156.0,20.0,179.0
346,117764,Photo,3,5,7,2,0.0,38960,65149.0,2298.0,1702.0,3000,57722.0,34368,1978,37,821.0,90.0,948.0
347,117764,Photo,3,5,6,13,0.0,3144,5067.0,392.0,356.0,507,3586.0,2148,271,1,58.0,13.0,72.0
348,117764,Photo,3,5,6,8,1.0,4336,7705.0,574.0,484.0,847,5156.0,2752,403,12,155.0,23.0,190.0
349,117764,Photo,3,5,5,13,0.0,81856,124753.0,3000.0,1637.0,2718,52477.0,27392,1756,45,1639.0,122.0,1806.0
350,116435,Photo,2,5,5,9,0.0,5728,10164.0,676.0,587.0,1049,6890.0,3714,475,3,155.0,32.0,190.0
351,116435,Photo,3,5,4,13,1.0,5490,9518.0,647.0,555.0,847,6549.0,3716,476,4,166.0,33.0,203.0
352,116435,Status,1,5,4,3,1.0,23832,42313.0,1701.0,1570.0,2838,37816.0,21352,1578,6,210.0,39.0,255.0
353,116435,Photo,3,5,3,7,0.0,18552,25542.0,1005.0,676.0,1021,15973.0,10584,676,4,400.0,25.0,429.0
354,116435,Photo,2,5,2,14,0.0,4132,7165.0,552.0,495.0,713,4908.0,2754,398,2,98.0,18.0,118.0
355,116435,Photo,1,5,2,8,0.0,4910,9209.0,625.0,561.0,869,5768.0,2812,411,12,138.0,38.0,188.0
356,116435,Photo,3,5,1,13,0.0,4202,7633.0,562.0,481.0,730,6173.0,3298,428,3,148.0,16.0,167.0
357,116091,Photo,2,5,1,3,0.0,5976,10441.0,689.0,544.0,833,7055.0,4046,487,2,267.0,40.0,309.0
358,116091,Photo,2,5,7,14,0.0,5206,8962.0,565.0,492.0,878,6461.0,3708,414,1,144.0,29.0,174.0
359,116091,Photo,3,5,7,2,0.0,6984,12066.0,780.0,631.0,1116,8188.0,4776,570,25,256.0,54.0,335.0
360,116091,Photo,1,5,6,9,0.0,6000,10300.0,577.0,539.0,886,7886.0,4454,429,3,72.0,24.0,99.0
361,116091,Photo,3,5,6,3,0.0,3332,5797.0,463.0,406.0,552,4347.0,2330,341,0,87.0,18.0,105.0
362,116091,Status,2,5,5,7,0.0,9232,16811.0,908.0,861.0,1967,12996.0,7200,843,1,129.0,36.0,166.0
363,115893,Photo,3,4,4,15,1.0,5212,9035.0,736.0,642.0,1005,6258.0,3608,597,1,179.0,30.0,210.0
364,115893,Photo,1,4,3,13,0.0,24264,51899.0,1599.0,1485.0,3153,48466.0,21928,1392,9,194.0,33.0,236.0
365,115368,Photo,3,4,3,8,0.0,4280,7594.0,624.0,555.0,771,4632.0,2530,497,1,124.0,32.0,157.0
366,115368,Photo,3,4,2,13,0.0,6692,11859.0,905.0,742.0,1165,8391.0,4692,737,4,304.0,47.0,355.0
367,115368,Photo,3,4,2,2,1.0,5594,9586.0,739.0,670.0,1048,5732.0,3256,555,12,138.0,39.0,189.0
368,115368,Photo,1,4,1,2,0.0,11336,15350.0,583.0,547.0,724,13876.0,10160,484,4,41.0,9.0,54.0
369,113028,Photo,2,4,7,3,1.0,5582,9903.0,708.0,620.0,923,6315.0,3422,557,2,163.0,35.0,200.0
370,113028,Photo,1,4,6,14,0.0,28352,55202.0,1476.0,1242.0,1990,47899.0,24512,1185,45,407.0,76.0,528.0
371,113028,Status,2,4,6,3,1.0,17912,34774.0,2750.0,2567.0,6591,21009.0,11408,2256,17,447.0,123.0,587.0
372,113028,Link,1,4,5,7,1.0,35360,45260.0,339.0,325.0,477,9105.0,5472,156,7,38.0,11.0,56.0
373,113028,Photo,1,4,5,5,0.0,9084,15194.0,962.0,916.0,1897,11853.0,7024,758,2,93.0,26.0,121.0
374,113028,Photo,1,4,4,12,1.0,6880,11736.0,671.0,639.0,889,9389.0,5232,556,0,59.0,16.0,75.0
375,111620,Photo,3,4,4,7,1.0,12824,18929.0,830.0,623.0,864,15678.0,10968,705,0,286.0,30.0,316.0
376,111620,Photo,3,4,3,7,0.0,6596,9835.0,564.0,526.0,678,8242.0,5352,456,0,66.0,13.0,79.0
377,111620,Photo,3,4,2,13,1.0,7492,12414.0,838.0,713.0,1274,8452.0,5024,670,8,236.0,51.0,295.0
378,111620,Photo,1,4,2,6,1.0,44288,60918.0,1215.0,1105.0,1746,22130.0,14224,814,2,152.0,11.0,165.0
379,111620,Photo,3,4,1,14,1.0,105632,147918.0,3984.0,2254.0,3391,48575.0,27328,1936,51,1998.0,128.0,2177.0
380,111620,Photo,1,4,7,14,0.0,128064,251269.0,1539.0,1408.0,2506,84046.0,32384,985,8,186.0,18.0,212.0
381,109670,Photo,3,4,6,20,0.0,5994,9970.0,964.0,838.0,1254,6896.0,3998,683,11,235.0,34.0,280.0
382,109670,Photo,1,4,6,13,0.0,6172,10417.0,718.0,684.0,906,7692.0,4234,508,1,64.0,22.0,87.0
383,109670,Photo,3,4,6,3,0.0,4986,8198.0,662.0,614.0,788,5685.0,3230,469,2,92.0,28.0,122.0
384,109670,Photo,1,4,5,13,0.0,6668,10701.0,669.0,642.0,943,7956.0,4696,492,3,53.0,13.0,69.0
385,109670,Photo,3,4,5,7,1.0,5298,8875.0,657.0,575.0,874,5640.0,3206,471,5,140.0,38.0,183.0
386,109670,Photo,1,4,4,3,0.0,35008,45508.0,621.0,597.0,768,8149.0,4864,389,0,48.0,8.0,56.0
387,109670,Photo,1,4,3,13,1.0,5402,8891.0,700.0,633.0,1078,6733.0,3992,514,0,112.0,14.0,126.0
388,109670,Photo,1,4,3,8,0.0,9880,12695.0,524.0,497.0,658,7072.0,4732,382,0,35.0,5.0,40.0
389,109670,Photo,1,4,2,13,0.0,3334,5953.0,584.0,565.0,842,4954.0,2604,440,4,37.0,3.0,44.0
390,109670,Photo,3,4,2,2,1.0,3130,5313.0,522.0,495.0,616,3821.0,2112,385,0,48.0,14.0,62.0
391,109670,Photo,2,4,1,13,1.0,32208,55696.0,1933.0,1367.0,2123,43980.0,24720,1568,6,766.0,109.0,881.0
392,109670,Photo,1,4,1,2,0.0,20920,26026.0,705.0,642.0,913,13546.0,9768,538,1,96.0,18.0,115.0
393,109670,Photo,3,4,7,14,0.0,3884,6406.0,518.0,483.0,597,4747.0,2686,392,1,57.0,13.0,71.0
394,107907,Photo,3,4,7,13,0.0,4240,7057.0,601.0,542.0,730,5026.0,2868,461,3,114.0,21.0,138.0
395,107907,Photo,1,4,6,9,0.0,3544,6156.0,509.0,482.0,701,5011.0,2746,387,1,51.0,6.0,58.0
396,107907,Photo,3,4,6,3,1.0,3286,6276.0,504.0,458.0,633,4010.0,2162,376,1,87.0,27.0,115.0
397,107907,Photo,1,4,5,9,0.0,71360,110172.0,1784.0,1732.0,3383,47977.0,25888,1103,5,81.0,11.0,97.0
398,107907,Photo,3,4,5,3,0.0,3824,6333.0,666.0,627.0,822,4447.0,2604,462,1,71.0,18.0,90.0
399,107907,Photo,3,4,4,13,0.0,6360,11079.0,715.0,631.0,1028,6661.0,3864,505,9,164.0,52.0,225.0
400,107907,Photo,3,4,4,5,1.0,3714,6385.0,537.0,481.0,645,4441.0,2512,395,5,91.0,26.0,122.0
401,107907,Photo,1,4,3,13,1.0,46192,80227.0,1364.0,1096.0,1697,32842.0,16960,762,9,329.0,38.0,376.0
402,107907,Photo,1,4,3,4,1.0,39568,47128.0,741.0,652.0,957,22022.0,16096,519,4,128.0,17.0,149.0
403,107907,Link,1,4,2,6,0.0,70912,94172.0,1374.0,1106.0,1267,42338.0,27232,788,1,379.0,40.0,420.0
404,107907,Photo,3,4,1,3,0.0,4552,7253.0,471.0,444.0,569,4440.0,2664,316,1,52.0,24.0,77.0
405,107907,Photo,3,4,7,10,0.0,4390,7004.0,484.0,453.0,602,4607.0,2862,347,1,63.0,26.0,90.0
406,107907,Photo,3,4,7,3,0.0,4770,7716.0,494.0,455.0,632,5040.0,3114,344,2,97.0,25.0,124.0
407,106928,Photo,3,4,6,9,1.0,2970,4649.0,421.0,390.0,544,3346.0,2044,301,2,56.0,9.0,67.0
408,106928,Link,1,4,6,4,0.0,34192,42092.0,338.0,322.0,389,22907.0,16464,230,1,36.0,7.0,44.0
409,106928,Photo,2,4,5,13,0.0,5302,8769.0,624.0,566.0,979,6021.0,3606,441,4,138.0,26.0,168.0
410,106928,Photo,2,4,5,3,0.0,5560,9301.0,642.0,586.0,984,6600.0,3916,463,7,142.0,24.0,173.0
411,106928,Photo,3,4,4,13,0.0,4406,6769.0,477.0,433.0,571,4550.0,2830,335,1,75.0,15.0,91.0
412,106928,Photo,1,4,4,3,1.0,5290,8132.0,612.0,570.0,857,6032.0,3794,454,1,89.0,14.0,104.0
413,104070,Photo,1,3,5,14,1.0,3696,5824.0,517.0,474.0,742,4166.0,2650,391,2,63.0,16.0,81.0
414,104070,Photo,1,3,4,14,1.0,6030,9579.0,735.0,659.0,1448,6956.0,4418,572,3,176.0,29.0,208.0
416,104070,Status,1,3,3,15,0.0,9120,14759.0,951.0,937.0,1290,13246.0,8004,924,3,25.0,6.0,34.0
417,104070,Photo,1,3,3,10,0.0,1874,2474.0,25.0,25.0,31,1483.0,1062,15,0,0.0,0.0,0.0
418,102112,Photo,1,3,3,10,0.0,4122,7073.0,466.0,455.0,609,5827.0,3302,361,1,27.0,11.0,39.0
419,102112,Photo,1,3,3,4,0.0,5080,8238.0,523.0,505.0,727,6630.0,3892,403,0,39.0,14.0,53.0
420,102112,Photo,1,3,2,12,0.0,4068,7333.0,538.0,513.0,934,5914.0,3198,402,0,61.0,13.0,74.0
421,102112,Photo,1,3,2,3,0.0,3272,6079.0,463.0,446.0,653,5079.0,2644,357,0,32.0,7.0,39.0
422,102112,Photo,1,3,1,19,0.0,238,570.0,143.0,142.0,834,567.0,236,99,0,2.0,0.0,2.0
423,102112,Photo,1,3,1,18,0.0,3358,5900.0,541.0,507.0,4550,4650.0,2800,344,8,109.0,3.0,120.0
424,102112,Photo,1,3,1,18,0.0,6400,11941.0,735.0,726.0,8415,10987.0,5916,628,0,32.0,6.0,38.0
425,102112,Link,3,3,1,3,0.0,6876,10885.0,282.0,245.0,337,9403.0,5752,259,2,68.0,15.0,85.0
426,100732,Photo,1,3,7,18,0.0,391,746.0,131.0,130.0,766,723.0,380,93,0,6.0,1.0,7.0
427,100732,Photo,1,3,7,17,0.0,10844,22468.0,1409.0,1339.0,11064,18310.0,8848,1086,4,213.0,13.0,230.0
428,100732,Photo,1,3,7,15,0.0,5132,9067.0,398.0,398.0,1690,9065.0,5132,393,0,2.0,0.0,2.0
429,100732,Photo,1,3,7,15,0.0,3772,6971.0,144.0,144.0,1033,6932.0,3758,140,0,3.0,0.0,3.0
430,100732,Link,1,3,7,14,0.0,2933,5144.0,24.0,23.0,26,3972.0,2012,19,0,6.0,0.0,6.0
431,100732,Photo,1,3,7,12,0.0,4094,7469.0,206.0,203.0,1420,7451.0,4088,200,0,4.0,0.0,4.0
432,100732,Photo,1,3,6,17,0.0,452,726.0,186.0,184.0,889,721.0,450,114,0,4.0,1.0,5.0
433,100732,Photo,1,3,6,17,0.0,11420,23855.0,1411.0,1342.0,8049,16634.0,8032,865,12,211.0,14.0,237.0
434,100732,Photo,1,3,6,15,0.0,5704,10510.0,452.0,450.0,2895,9348.0,5388,361,1,15.0,1.0,17.0
435,100732,Photo,1,3,6,15,0.0,7192,12811.0,587.0,554.0,3941,11519.0,6616,472,11,95.0,4.0,110.0
436,100732,Photo,1,3,6,13,1.0,9604,16557.0,1061.0,1037.0,9614,13618.0,7984,705,16,127.0,0.0,143.0
437,100732,Photo,1,3,6,10,0.0,122944,457509.0,1373.0,1268.0,2106,72846.0,13184,475,0,136.0,13.0,149.0
438,98195,Link,2,3,6,6,0.0,5730,10083.0,103.0,71.0,97,8964.0,4830,92,2,32.0,15.0,49.0
